TreeID	SpCode	Xsite	Ysite	GBH0	Date0	Status0	Dendro0	GBH1	Date1	Status1	Dendro1	GBH2	Date2	Status2	Dendro2	GBH3	Date3	Status3	Dendro3	GBH4	Date4	Status4	Dendro4	GBH5	Date5	Status5	Dendro5
A001	vain	650.05	56.35	71.4	0	A	0	73.7	1492	A	1	73.1	2802	A	1	74	4293	A	1	74.8	6240	A	1	75.5	7336	A	1
A002	agba	656	57	204.6	0	A	0	206.2	1492	A	0	206.4	2802	A	0	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A003	vain	659.8	60.1	92.5	0	A	0	98.7	1492	A	0	102.3	2802	A	1	106.7	4293	A	1	108.7	6240	A	1	111	7336	A	1
A004	vain	657.2	65.55	79.9	0	A	0	87.5	1492	A	0	90.5	2802	A	1	94.5	4293	A	1	97.5	6240	A	2	99.1	7336	A	2
A005	vain	657.25	64.75	41.5	0	A	0	45.2	1492	A	0	46.6	2802	A	0	47.6	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
A006	hubr	657.95	64.8	30.6	0	A	0	32.9	1492	A	0	34.3	2802	A	0	34.9	4293	A	0	35.3	6240	A	0	35.1	7336	A	0
A007	hubr	654.2	65.35	40.6	0	A	0	41.4	1492	A	0	41.6	2802	A	0	41.7	4293	A	0	41.7	6240	A	0	41.8	7336	A	0
A008	hubr	653.8	62.75	36.5	0	A	0	38.3	1492	A	0	39.3	2802	A	0	40.6	4293	A	0	41.8	6240	A	0	42.4	7336	A	0
A009	vain	653	61.65	211.6	0	A	0	221.1	1492	A	0	227.2	2802	A	1	237.1	4293	A	1	246.2	6240	A	2	250.6	7336	A	2
A010	hubr	651.5	58.6	30	0	A	0	30.4	1492	A	0	30.6	2802	A	0	31.1	4293	A	0	31.3	6240	A	0	31.6	7336	A	0
A011	hubr	655.2	60.25	35.7	0	A	0	36.7	1492	A	0	36.9	2802	A	0	36.9	4293	A	0	37	6240	A	0	37.1	7336	A	0
A012	pael	657.25	67.75	102.1	0	A	0	103.3	1492	A	1	103.6	2802	A	1	103.9	4293	A	1	104.2	6240	A	1	NA	7336	D	NA
A013	drel	657	68.55	82.2	0	A	0	87.8	1492	A	0	90.3	2802	A	0	92.9	4293	A	0	95	6240	A	1	95.3	7336	A	1
A014	hubr	659.35	73.3	40.2	0	A	0	40.4	1492	A	0	40.5	2802	A	0	40.5	4293	A	0	40.5	6240	A	0	40.5	7336	A	0
A015	drel	654.65	75.2	45.1	0	A	0	47.3	1492	A	0	48.2	2802	A	0	48.8	4293	A	0	50.1	6240	A	0	50.2	7336	A	0
A016	vain	654.5	72.85	34.6	0	A	0	34.9	1492	A	0	35	2802	A	0	35	4293	A	0	35.1	6240	A	0	35.1	7336	A	0
A017	lemo	645.4	57.55	40.2	0	A	0	41.8	1492	A	0	42.1	2802	A	0	42.1	4293	A	0	42.1	6240	A	0	42.2	7336	A	0
A018	hubr	642.65	56.45	36.2	0	A	0	38.1	1492	A	0	39.5	2802	A	0	41.2	4293	A	0	42.4	6240	A	0	42.5	7336	A	0
A019	desi	641.95	58.85	50.4	0	A	0	52.8	1492	A	0	53.9	2802	A	0	54.1	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
A020	vain	644.95	61.7	125.5	0	A	0	134.1	1492	A	0	140.1	2802	A	1	148	4293	A	1	154.8	6240	A	2	158.3	7336	A	2
A021	nobe	641.25	62.65	67.2	0	A	0	70.7	1492	A	0	72.3	2802	A	0	72.5	4293	A	0	72.8	6240	A	0	72.9	7336	A	0
A022	vain	641.8	63.85	82.3	0	A	0	87	1492	A	0	91	2802	A	0	94.9	4293	A	1	97.7	6240	A	1	99.1	7336	A	1
A023	pael	643.6	64.15	44.8	0	A	0	46.3	1492	A	0	46.8	2802	A	0	47.1	4293	A	0	48.3	6240	A	0	48.5	7336	A	0
A024	rean	643.75	65.1	37	0	A	0	41.6	1492	A	0	43.2	2802	A	0	44.4	4293	A	0	45.6	6240	A	0	46.1	7336	A	0
A025	knat	646.25	62.15	54.4	0	A	0	61.6	1492	A	0	65.6	2802	A	0	68.4	4293	A	0	72.9	6240	A	1	74.7	7336	A	1
A026	vain	648.45	63.15	205.2	0	A	0	214.3	1492	A	1	224.3	2802	A	2	235.3	4293	A	3	246.9	6240	A	4	254.7	7336	A	4
A027	hubr	649.75	64.15	37.1	0	A	0	38.5	1492	A	0	38.9	2802	A	0	39.3	4293	A	0	39.4	6240	A	0	39.4	7336	A	0
A028	pael	649.8	65.05	78.3	0	A	0	79.8	1492	A	0	81.1	2802	A	0	81.3	4293	A	0	82.4	6240	A	0	83	7336	A	0
A029	pael	649.15	68.2	36.5	0	A	0	37.7	1492	A	0	37.9	2802	A	0	38	4293	A	0	38.2	6240	A	0	38.3	7336	A	0
A030	vain	649.25	68.5	43.9	0	A	0	45.9	1492	A	0	47.1	2802	A	0	47.8	4293	A	0	48.4	6240	A	0	48.6	7336	A	0
A031	hubr	646.85	67.1	33.5	0	A	0	34.6	1492	A	0	34.8	2802	A	0	34.9	4293	A	0	34.9	6240	A	0	35	7336	A	0
A032	myda	640.35	66.45	107.4	0	A	0	110.9	1492	A	0	113.8	2802	A	0	115.2	4293	A	0	116	6240	A	0	116.5	7336	A	0
A034	faze	646.75	70.4	144	0	A	0	145.1	1492	A	0	145.7	2802	A	0	146	4293	A	0	146.5	6240	A	0	146.6	7336	A	0
A035	pael	646.2	71.8	54.4	0	A	0	59	1492	A	0	62.2	2802	A	0	63.6	4293	A	0	66.4	6240	A	0	68.4	7336	A	0
A036	pael	649.35	73.6	32.3	0	A	0	32.9	1492	A	0	33.2	2802	A	0	33.2	4293	A	0	33.3	6240	A	0	33.3	7336	A	0
A037	myda	649.55	75.1	162.8	0	A	0	165.3	1492	A	0	167.7	2802	A	0	168.9	4293	A	0	168.3	6240	A	0	169.5	7336	A	0
A038	hubr	640.4	73.8	45.9	0	A	0	48.2	1492	A	0	48.7	2802	A	0	49.2	4293	A	0	49.4	6240	A	0	49.4	7336	A	0
A039	vain	649.5	77.15	37.8	0	A	0	39.2	1492	A	0	39.6	2802	A	0	40.2	4293	A	0	40.8	6240	A	0	41	7336	A	0
A040	myda	646.95	79.6	108.3	0	A	0	113.5	1492	A	0	117.3	2802	A	0	119.6	4293	A	1	122	6240	A	1	124	7336	A	1
A041	vain	647.05	80.7	300.9	0	A	0	308.6	1492	A	0	314	2802	A	1	327.6	4293	A	1	344.5	6240	A	2	349.6	7336	A	2
A042	myda	640.4	80.05	153.8	0	A	0	155.6	1492	A	0	156.2	2802	A	0	157	4293	A	0	156.6	6240	A	0	157.1	7336	A	0
A043	knat	640.2	80.45	44.8	0	A	0	50.6	1492	A	0	53.5	2802	A	0	54.8	4293	A	0	54.9	6240	A	0	54.9	7336	A	0
A044	vain	642.55	84.25	64.1	0	A	0	66.6	1492	A	0	69.2	2802	A	0	70.9	4293	A	0	69.2	6240	A	0	69.4	7336	A	0
A045	nobe	644.35	85.2	39.3	0	A	0	42.6	1492	A	0	44.5	2802	A	0	45.5	4293	A	0	45.7	6240	A	0	46.3	7336	A	0
A046	hubr	646.3	81.85	31.3	0	A	0	31.7	1492	A	0	31.9	2802	A	0	32.1	4293	A	0	32.1	6240	A	0	32.1	7336	A	0
A047	hubr	645.55	90.8	44.5	0	A	0	46.5	1492	A	0	48.9	2802	A	0	50.9	4293	A	0	51.9	6240	A	0	52.7	7336	A	0
A048	disy	643.55	86.25	96.9	0	A	0	100.5	1492	A	0	103.2	2802	A	0	106.8	4293	A	0	111.8	6240	A	1	115.9	7336	A	1
A049	drel	643.25	89.45	106.8	0	A	0	108.6	1492	A	0	110.2	2802	A	0	112.5	4293	A	0	114.4	6240	A	0	115.3	7336	A	0
A050	drel	640.55	93.35	57.7	0	A	0	NA	1492	D	NA	NA	2802	D	NA	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A051	hubr	647.25	93.3	32.1	0	A	0	32.3	1492	A	0	NA	2802	D	NA	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A052	knat	655.85	77	67.1	0	A	0	71.3	1492	A	0	72.4	2802	A	0	73.1	4293	A	0	73.8	6240	A	0	73.9	7336	A	0
A053	hubr	659.5	78	32.6	0	A	0	32.7	1492	A	0	32.8	2802	A	0	32.8	4293	A	0	32.8	6240	A	0	32.8	7336	A	0
A054	vain	659.25	78.65	70.1	0	A	0	75.1	1492	A	0	81.2	2802	A	0	84.5	4293	A	1	88.7	6240	A	1	91.4	7336	A	1
A055	cisp1	659.75	79.15	42.4	0	A	0	45.5	1492	A	0	47.5	2802	A	0	50.8	4293	A	0	52.4	6240	A	0	52.9	7336	A	0
A056	knat	659.7	80.9	57.6	0	A	0	60.5	1492	A	0	62.4	2802	A	0	63.1	4293	A	0	63.1	6240	A	0	63.1	7336	A	0
A057	pael	658.75	82.05	31.2	0	A	0	32.6	1492	A	0	33.2	2802	A	0	33.8	4293	A	0	34.1	6240	A	0	34.4	7336	A	0
A058	faze	656.4	82.5	82	0	A	0	85.7	1492	A	0	87.1	2802	A	0	88.1	4293	A	0	87.5	6240	A	0	87.5	7336	A	0
A059	myda	655.3	84.65	111.4	0	A	0	112.5	1492	A	0	114.3	2802	A	0	115.5	4293	A	0	115.8	6240	A	0	115.9	7336	A	0
A060	mefe	653.9	89.5	54.9	0	A	0	60.3	1492	A	0	64.6	2802	A	0	67.7	4293	A	0	70.5	6240	A	1	71.7	7336	A	1
A061	pael	655.8	91.1	50.6	0	A	0	53.5	1492	A	0	55.7	2802	A	0	57.7	4293	A	0	61.2	6240	A	0	63	7336	A	0
A062	pael	655.7	92.7	31.7	0	A	0	31.9	1492	A	0	31.9	2802	A	0	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A063	vain	659.8	93.1	58.8	0	A	0	60	1492	A	0	61.1	2802	A	0	62	4293	A	0	62	6240	A	0	62.8	7336	A	0
A064	gamo	654.9	95.55	50.2	0	A	0	51.2	1492	A	0	NA	2802	D	NA	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A065	drel	650.8	93.8	152.7	0	A	0	155.4	1492	A	0	158.6	2802	A	0	160.2	4293	A	0	162.5	6240	A	0	164.2	7336	A	0
A066	vain	652.4	98.35	323.3	0	A	0	331.7	1492	A	0	335.9	2802	A	1	347	4293	A	2	361.1	6240	A	2	367.4	7336	A	3
A067	syla	650.3	99.6	39	0	A	0	40.3	1492	A	0	41.8	2802	A	0	42.7	4293	A	0	44.1	6240	A	0	44.6	7336	A	0
A068	baco	658.45	97.85	38	0	A	0	38.6	1492	A	0	39	2802	A	0	39.7	4293	A	0	40.2	6240	A	0	40.6	7336	A	0
A069	myda	651.55	102.45	152	0	A	0	154.9	1492	A	0	156.8	2802	A	0	157.9	4293	A	0	159.4	6240	A	0	162.8	7336	A	0
A070	knat	652.5	103.55	44.1	0	A	0	45.6	1492	A	0	46.5	2802	A	0	46.8	4293	A	0	47.1	6240	A	0	47.1	7336	A	0
A071	diin	656.2	102.25	191.4	0	A	0	192.5	1492	A	0	195.3	2802	A	0	197.2	4293	A	0	199.4	6240	A	0	201.5	7336	A	0
A072	maar	657.3	109.15	76.2	0	A	0	83.1	1492	A	0	87.8	2802	A	1	94.7	4293	A	1	106	6240	A	2	112.1	7336	A	2
A073	hubr	656.15	110.8	41.5	0	A	0	41.9	1492	A	0	42.1	2802	A	0	42.2	4293	A	0	42.6	6240	A	0	42.7	7336	A	0
A074	vain	654.3	110.45	183.4	0	A	0	189.3	1492	A	0	191.5	2802	A	1	195.5	4293	A	1	202.6	6240	A	1	205.8	7336	A	2
A075	hubr	657.55	114.05	41.6	0	A	0	41.7	1492	A	0	41.8	2802	A	0	41.8	4293	A	0	42.1	6240	A	0	42.2	7336	A	0
A076	myda	651.3	115.65	115.4	0	A	0	117.8	1492	A	0	120	2802	A	0	122.4	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
A077	hubr	645.9	100.2	52.2	0	A	0	52.3	1492	A	0	52.7	2802	A	0	52.9	4293	A	0	52.8	6240	A	0	52.9	7336	A	0
A078	vain	647.85	98.75	74.6	0	A	0	79.3	1492	A	0	86.8	2802	A	1	93.8	4293	A	1	98.1	6240	A	2	100.9	7336	A	2
A079	vain	646.15	118.85	333	0	A	0	342.7	1492	A	1	347.7	2802	A	2	355.7	4293	A	3	360.7	6240	A	4	364	7336	A	4
A080	drel	640.55	129.15	125.3	0	A	0	126.7	1492	A	0	127.9	2802	A	0	127.4	4293	A	1	127.5	6240	A	1	128.4	7336	A	1
A081	hoar	641.45	133.25	68.5	0	A	0	72.5	1492	A	0	74.9	2802	A	0	78.6	4293	A	0	80.8	6240	A	1	82.7	7336	A	1
A082	hubr	647.5	134.35	49.3	0	A	0	51.5	1492	A	0	52.5	2802	A	0	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A083	rean	644.3	130.6	48.2	0	A	0	51.4	1492	A	0	53.9	2802	A	0	55.1	4293	A	0	55.4	6240	A	0	58.5	7336	A	0
A084	hubr	648.05	133.1	36.6	0	A	0	37.2	1492	A	0	37.3	2802	A	0	37.6	4293	A	0	38.9	6240	A	0	40.4	7336	A	0
A085	desi	657.85	120.95	49.1	0	A	0	49.8	1492	A	0	50.1	2802	A	0	50.5	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
A086	maar	659.6	116.7	37.1	0	A	0	39.1	1492	A	0	40.9	2802	A	0	42.9	4293	A	0	47.6	6240	A	0	48.9	7336	A	0
A087	hubr	653.9	116.6	36.7	0	A	0	36.8	1492	A	0	36.8	2802	A	0	37	4293	A	0	38.2	6240	A	0	41.1	7336	A	0
A088	nepu	657.8	134.25	129	0	A	0	133.6	1492	A	0	137	2802	A	0	139.7	4293	A	1	NA	6240	D	NA	NA	7336	D	NA
A089	vain	654.55	135.5	95.2	0	A	0	96.5	1492	A	0	99.5	2802	A	0	106	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
A090	vain	652.1	133.95	40.9	0	A	0	41.1	1492	A	0	NA	2802	D	NA	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A091	vain	659.5	143.2	43.6	0	A	0	45.5	1492	A	0	46.7	2802	A	0	47.6	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
A092	dipr	656	138.6	38.3	0	A	0	40	1492	A	0	41.1	2802	A	0	41.9	4293	A	0	44.5	6240	A	0	47.6	7336	A	1
A093	vain	657.6	150.3	82.5	0	A	0	86.5	1492	A	0	91.6	2802	A	0	95.6	4293	A	1	100.8	6240	A	2	103	7336	A	2
A094	nobe	641.95	144.35	60.7	0	A	0	68.4	1492	A	0	73	2802	A	1	78.6	4293	A	1	84.6	6240	A	1	84.9	7336	A	1
A095	diin	642.85	139.95	224.7	0	A	0	226.8	1492	A	0	230.2	2802	A	0	232.7	4293	A	0	235.4	6240	A	0	237.9	7336	A	0
A096	drel	649.7	145	63.6	0	A	0	65.1	1492	A	0	66.5	2802	A	0	68.1	4293	A	0	71.1	6240	A	0	73.6	7336	A	0
A097	vain	648.5	149.9	74.3	0	A	0	82.8	1492	A	0	90.7	2802	A	1	98.1	4293	A	1	109.6	6240	A	2	116.9	7336	A	2
A098	knat	641.35	152.3	61.8	0	A	0	68.7	1492	A	0	72.6	2802	A	0	73.5	4293	A	0	75.6	6240	A	1	75.9	7336	A	1
A099	otst	643.5	157.75	45.7	0	A	0	50	1492	A	0	51	2802	A	0	51.4	4293	A	0	51.6	6240	A	0	52.9	7336	A	0
A100	knat	644.95	162.15	41.1	0	A	0	44.7	1492	A	0	48	2802	A	0	50.1	4293	A	0	51.9	6240	A	0	52.5	7336	A	0
A101	hubr	645.65	163.25	46.7	0	A	0	48.8	1492	A	0	49.1	2802	A	0	49.2	4293	A	0	49.3	6240	A	0	49.3	7336	A	0
A102	fine	645.5	163.6	136.9	0	A	0	150	1492	A	1	160.9	2802	A	1	179.4	4293	A	2	211.8	6240	A	3	228.8	7336	A	4
A103	crwi	649.3	165.55	67.8	0	A	0	69.2	1492	A	0	69.9	2802	A	0	71.5	4293	A	0	72.5	6240	A	0	72.9	7336	A	0
A104	vain	641	167	33.5	0	A	0	38.6	1492	A	0	40.2	2802	A	0	41.8	4293	A	0	43.1	6240	A	0	44.8	7336	A	1
A105	vain	645	174.7	169.9	0	A	0	170.6	1492	A	0	172.1	2802	A	0	173.9	4293	A	0	179.8	6240	A	0	182.3	7336	A	0
A106	hubr	645.3	172.55	36.8	0	A	0	38.2	1492	A	0	38.3	2802	A	0	38.4	4293	A	0	38.5	6240	A	0	38.5	7336	A	0
A107	anme	648.35	171.8	75.1	0	A	0	77.5	1492	A	0	79.4	2802	A	0	80.6	4293	A	0	81.7	6240	A	0	81.8	7336	A	0
A108	lowi	647.4	169	209.2	0	A	0	210.6	1492	A	0	213.3	2802	A	0	215.2	4293	A	0	215.5	6240	A	1	216.7	7336	A	1
A109	myda	650.95	156.35	60.7	0	A	0	66.3	1492	A	0	69.1	2802	A	0	72.1	4293	A	0	75.6	6240	A	1	78.9	7336	A	1
A110	arhe	659.4	160.9	58.1	0	A	0	NA	1492	D	NA	NA	2802	D	NA	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A111	kipi	658.8	160.7	89.2	0	A	0	89.3	1492	A	0	89.4	2802	A	0	89.5	4293	A	0	90.5	6240	A	0	90.2	7336	A	0
A112	dilo	656.55	166.45	47.6	0	A	0	47.8	1492	A	0	48.1	2802	A	0	48.8	4293	A	0	49.8	6240	A	0	49.9	7336	A	0
A113	otst	654.4	170.55	51.9	0	A	0	52.1	1492	A	0	52.2	2802	A	0	52	4293	A	0	NA	6240	D	NA	NA	7336	D	NA
A114	caur	651.45	180.8	64.7	0	A	0	NA	1492	D	NA	NA	2802	D	NA	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A115	myda	656.25	189.7	127.2	0	A	0	129.8	1492	A	0	131.7	2802	A	0	132.6	4293	A	0	132.6	6240	A	0	133.1	7336	A	0
A116	vain	657.85	190.15	31.8	0	A	0	33.8	1492	A	0	34.1	2802	A	0	34.2	4293	A	0	34.2	6240	A	0	34.2	7336	A	0
A117	vain	657.35	191.9	40.4	0	A	0	42.6	1492	A	0	42.8	2802	A	0	42.8	4293	A	0	42.9	6240	A	0	42.7	7336	A	0
A118	pael	657.25	194.85	35.5	0	A	0	37.2	1492	A	0	38.9	2802	A	0	40.8	4293	A	0	41.6	6240	A	0	NA	7336	D	NA
A119	myda	655.2	194.5	46.1	0	A	0	50.2	1492	A	0	51.8	2802	A	0	53.9	4293	A	0	55.1	6240	A	0	55.9	7336	A	0
A120	hoar	651.1	194.25	93.1	0	A	0	93.1	1492	A	0	93.2	2802	A	0	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A121	vain	652.95	188.65	31.3	0	A	0	39.8	1492	A	0	45	2802	A	1	48.8	4293	A	1	56.9	6240	A	1	61.4	7336	A	2
A122	hubr	651.05	188.7	30.9	0	A	0	33.7	1492	A	0	34.9	2802	A	0	35.3	4293	A	0	35.7	6240	A	0	35.7	7336	A	0
A123	diin	646.75	182.6	34.9	0	A	0	36.4	1492	A	0	38.8	2802	A	0	40.1	4293	A	0	40.3	6240	A	0	40.5	7336	A	0
A124	pael	645.3	185	35.6	0	A	0	41.2	1492	A	0	43.9	2802	A	0	45.8	4293	A	0	47.3	6240	A	0	48	7336	A	0
A125	myda	645.65	184.45	59.3	0	A	0	64.9	1492	A	0	68.5	2802	A	0	72.2	4293	A	0	78	6240	A	1	79.9	7336	A	1
A126	knat	644.65	184.85	82.9	0	A	0	86	1492	A	0	88.8	2802	A	0	91.8	4293	A	0	91.8	6240	A	1	92.5	7336	A	1
A127	hubr	644.75	184.2	35.7	0	A	0	38.3	1492	A	0	38.6	2802	A	0	39	4293	A	0	39.2	6240	A	0	39.2	7336	A	0
A128	diin	642.3	188.1	234.9	0	A	0	238.2	1492	A	0	242.6	2802	A	0	246.8	4293	A	0	255.5	6240	A	1	258.4	7336	A	1
A129	kipi	646.4	190.4	177.8	0	A	0	182.8	1492	A	0	186.6	2802	A	1	191.9	4293	A	1	193.6	6240	A	2	198.6	7336	A	2
A130	hoar	648.55	190.9	105.8	0	A	0	113.7	1492	A	0	121.6	2802	A	1	127.3	4293	A	1	132.1	6240	A	1	133.8	7336	A	2
A131	disy	649.6	195.3	51.7	0	A	0	56.4	1492	A	1	60.5	2802	A	1	65.2	4293	A	2	69.5	6240	A	2	73.5	7336	A	2
A132	hype	645.5	195.9	153.3	0	A	0	155.3	1492	A	0	156.4	2802	A	0	156.4	4293	A	0	156.8	6240	A	0	156.8	7336	A	0
A133	diin	644.75	195.5	113.9	0	A	0	116.2	1492	A	0	118.6	2802	A	0	120.7	4293	A	0	123.9	6240	A	0	125.4	7336	A	1
A134	vain	642	195.5	79.6	0	A	0	81.8	1492	A	0	83.1	2802	A	0	84.6	4293	A	0	85.4	6240	A	0	85.7	7336	A	0
A135	nobe	641.3	194.1	50.4	0	A	0	51.7	1492	A	0	52.3	2802	A	0	52.6	4293	A	0	52.5	6240	A	0	52.7	7336	A	0
A136	gata	647.95	197	42.4	0	A	0	44.7	1492	A	0	46	2802	A	0	46.9	4293	A	0	48.2	6240	A	0	49	7336	A	0
A137	syga	646.4	197.55	48.3	0	A	0	49.4	1492	A	0	50.1	2802	A	0	50.4	4293	A	0	51	6240	A	1	51	7336	A	1
A138	diin	643.05	198.15	216.5	0	A	0	217.8	1492	A	1	220.2	2802	A	1	222.2	4293	A	1	224.4	6240	A	1	224.8	7336	A	1
A139	vain	643.6	198.7	221.1	0	A	0	228.2	1492	A	0	231.3	2802	A	1	236.5	4293	A	1	238.9	6240	A	1	239.8	7336	A	1
A140	diin	643.05	201.15	280.7	0	A	0	284.6	1492	A	0	288.9	2802	A	0	291.3	4293	A	0	293.1	6240	A	0	294	7336	A	0
A141	myda	644.75	202.55	112.4	0	A	0	114.6	1492	A	0	116.5	2802	A	0	117	4293	A	0	115	6240	A	0	115.6	7336	A	1
A142	anme	641.9	204.9	41.5	0	A	0	44.5	1492	A	0	45.6	2802	A	0	45.7	4293	A	0	46.6	6240	A	0	46.9	7336	A	0
A143	pael	649.8	207.1	35.1	0	A	0	36.4	1492	A	0	36.9	2802	A	0	37.3	4293	A	0	38	6240	A	0	38.7	7336	A	0
A144	knat	649.55	210.25	121	0	A	0	124.1	1492	A	1	125	2802	A	1	125	4293	A	1	125.1	6240	A	1	125.2	7336	A	1
A145	nobe	646.3	210.8	70.4	0	A	0	71.8	1492	A	0	73.5	2802	A	0	74.6	4293	A	0	75.3	6240	A	0	75.6	7336	A	0
A146	hubr	644.1	207.85	35.5	0	A	0	35.6	1492	A	0	35.7	2802	A	0	35.7	4293	A	0	35.7	6240	A	0	35.8	7336	A	0
A147	drel	640.8	213.35	64.8	0	A	0	65.4	1492	A	0	65.5	2802	A	0	65.6	4293	A	0	66.3	6240	A	0	66.5	7336	A	0
A148	vain	642.7	213.1	165	0	A	0	167.5	1492	A	0	171.8	2802	A	0	175.5	4293	A	0	180	6240	A	1	182	7336	A	1
A149	pael	642.85	212.8	56.9	0	A	0	59.3	1492	A	0	60.2	2802	A	0	60.8	4293	A	0	61.3	6240	A	0	61.5	7336	A	0
A150	kipi	648.55	211.55	31.9	0	A	0	33.3	1492	A	0	33.6	2802	A	0	33.7	4293	A	0	34	6240	A	0	35.2	7336	A	0
A151	vain	648.9	212.1	61	0	A	0	64.8	1492	A	0	68.1	2802	A	0	69.7	4293	A	0	72.7	6240	A	0	76.4	7336	A	1
A152	maar	650.4	196.75	38.8	0	A	0	45.6	1492	A	1	51.6	2802	A	2	55.4	4293	A	2	58.6	6240	A	2	63.4	7336	A	3
A153	myda	652.55	198.45	46.4	0	A	0	50.5	1492	A	0	52.4	2802	A	0	54.3	4293	A	0	54.9	6240	A	0	56.8	7336	A	0
A154	kipi	653.35	200.7	95.1	0	A	0	102.6	1492	A	0	110.7	2802	A	1	116.1	4293	A	1	121	6240	A	1	125	7336	A	2
A155	vain	655.5	201.45	73.4	0	A	0	77.6	1492	A	0	80.2	2802	A	0	82.8	4293	A	0	85.9	6240	A	1	88.2	7336	A	1
A156	hubr	655.15	200.95	39.8	0	A	0	40.6	1492	A	0	41.1	2802	A	0	41.4	4293	A	0	41.5	6240	A	0	41.5	7336	A	0
A157	rean	657.05	197.55	78.4	0	A	0	81.5	1492	A	0	84.9	2802	A	0	87.3	4293	A	0	88.6	6240	A	0	89.2	7336	A	0
A158	kipi	658.05	198.85	142.7	0	A	0	150.3	1492	A	0	157.9	2802	A	1	164.1	4293	A	1	172.5	6240	A	2	176	7336	A	2
A159	gamo	657.8	199.55	45.9	0	A	0	52.7	1492	A	0	54.8	2802	A	0	55.9	4293	A	0	58.4	6240	A	0	60.9	7336	A	1
A160	main	652.55	203.8	84.3	0	A	0	87.3	1492	A	0	89	2802	A	0	90	4293	A	0	92.2	6240	A	0	92.5	7336	A	0
A161	capo	651.15	203.9	33.4	0	A	0	33.9	1492	A	0	34	2802	A	0	34	4293	A	0	34.3	6240	A	0	34.3	7336	A	0
A162	dilo	650.3	206.75	105.2	0	A	0	106.9	1492	A	1	109.6	2802	A	1	113.3	4293	A	1	113.5	6240	A	1	115.1	7336	A	1
A163	pael	653.4	206.75	40.8	0	A	0	42	1492	A	0	42.5	2802	A	0	42.9	4293	A	0	43.3	6240	A	0	43.5	7336	A	0
A164	myda	653.55	211.55	136.9	0	A	0	141.5	1492	A	0	143.1	2802	A	0	143.8	4293	A	0	144.2	6240	A	0	143.8	7336	A	0
A165	gamo	652.05	213.55	35.6	0	A	0	38.6	1492	A	0	39.8	2802	A	0	41.3	4293	A	0	42.5	6240	A	0	43.1	7336	A	0
A166	hoar	654.8	214.75	34.9	0	A	0	40.4	1492	A	0	43.4	2802	A	0	45.2	4293	A	0	46.1	6240	A	0	46.2	7336	A	0
A167	diin	653.95	207.9	34.9	0	A	0	36.4	1492	A	0	36.6	2802	A	0	36.8	4293	A	0	37.5	6240	A	0	37.5	7336	A	0
A168	anme	658	206.3	50.8	0	A	0	53.1	1492	A	0	54.3	2802	A	0	55	4293	A	0	56.2	6240	A	0	56.6	7336	A	0
A169	vain	650.85	219.9	154.2	0	A	0	154.9	1492	A	0	155.5	2802	A	0	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A170	maar	654.2	222.1	105.1	0	A	0	111.1	1492	A	0	115.9	2802	A	1	122.1	4293	A	1	128.5	6240	A	1	133.9	7336	A	2
A171	myda	657.2	219.5	94	0	A	0	97.1	1492	A	0	99.6	2802	A	0	102.3	4293	A	0	104.8	6240	A	0	105.8	7336	A	0
A172	vain	658.9	217.3	145.8	0	A	0	154.1	1492	A	0	162	2802	A	1	173	4293	A	1	187.9	6240	A	2	192.7	7336	A	3
A173	myda	654.75	223.85	105.4	0	A	0	108.1	1492	A	0	109	2802	A	0	109.3	4293	A	0	110	6240	A	0	110.1	7336	A	0
A174	vain	654.3	222.75	32.7	0	A	0	33.2	1492	A	0	34.3	2802	A	0	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A175	knat	655.15	226.85	32.6	0	A	0	35.8	1492	A	0	39.1	2802	A	0	40.1	4293	A	0	40.6	6240	A	0	40.9	7336	A	0
A176	hubr	658.35	228.55	51.6	0	A	0	51.7	1492	A	0	51.8	2802	A	0	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
A177	hubr	658.65	233.85	33.6	0	A	0	33.9	1492	A	0	34.4	2802	A	0	34	4293	A	0	34.1	6240	A	0	34	7336	A	0
A178	hubr	653.85	232.75	46.1	0	A	0	46.1	1492	A	0	NA	2802	D	NA	NA	4293	D	NA	NA	6240	D	NA	NA	7336	D	NA
